Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US47109,47109,"McNairy County, Tennessee",26114,*****
0500000US47111,47111,"Macon County, Tennessee",22568,*****
0500000US47113,47113,"Madison County, Tennessee",98423,*****
0500000US47115,47115,"Marion County, Tennessee",28232,*****
0500000US47117,47117,"Marshall County, Tennessee",31005,*****
0500000US47119,47119,"Maury County, Tennessee",82412,*****
0500000US47123,47123,"Monroe County, Tennessee",45114,*****
0500000US47125,47125,"Montgomery County, Tennessee",182002,*****
0500000US47129,47129,"Morgan County, Tennessee",21999,*****
0500000US47131,47131,"Obion County, Tennessee",31408,*****
0500000US47133,47133,"Overton County, Tennessee",22155,*****
0500000US47141,47141,"Putnam County, Tennessee",73128,*****
0500000US47143,47143,"Rhea County, Tennessee",32272,*****
0500000US47145,47145,"Roane County, Tennessee",53443,*****
0500000US47147,47147,"Robertson County, Tennessee",66962,*****
0500000US47149,47149,"Rutherford County, Tennessee",274720,*****
0500000US47151,47151,"Scott County, Tennessee",22112,*****
0500000US47155,47155,"Sevier County, Tennessee",92421,*****
0500000US47157,47157,"Shelby County, Tennessee",937748,*****
0500000US47163,47163,"Sullivan County, Tennessee",156729,*****
0500000US47165,47165,"Sumner County, Tennessee",166167,*****
0500000US47167,47167,"Tipton County, Tennessee",61501,*****
0500000US47177,47177,"Warren County, Tennessee",39910,*****
0500000US47179,47179,"Washington County, Tennessee",124818,*****
0500000US47183,47183,"Weakley County, Tennessee",34713,*****
0500000US47185,47185,"White County, Tennessee",26108,*****
0500000US47187,47187,"Williamson County, Tennessee",193418,*****
0500000US47189,47189,"Wilson County, Tennessee",119254,*****
0500000US48001,48001,"Anderson County, Texas",58141,*****
0500000US48005,48005,"Angelina County, Texas",87416,*****
0500000US48007,48007,"Aransas County, Texas",23895,*****
0500000US48013,48013,"Atascosa County, Texas",46329,*****
0500000US48015,48015,"Austin County, Texas",28723,*****
0500000US48019,48019,"Bandera County, Texas",20582,*****
0500000US48021,48021,"Bastrop County, Texas",75240,*****
0500000US48025,48025,"Bee County, Texas",32547,*****
0500000US48027,48027,"Bell County, Texas",322242,*****
0500000US48029,48029,"Bexar County, Texas",1785855,*****
0500000US48037,48037,"Bowie County, Texas",93124,*****
0500000US48039,48039,"Brazoria County, Texas",324596,*****
0500000US48041,48041,"Brazos County, Texas",200367,*****
0500000US48049,48049,"Brown County, Texas",37869,*****
0500000US48053,48053,"Burnet County, Texas",43577,*****
0500000US48055,48055,"Caldwell County, Texas",38792,*****
0500000US48057,48057,"Calhoun County, Texas",21596,*****
0500000US48061,48061,"Cameron County, Texas",415191,*****
0500000US48067,48067,"Cass County, Texas",30331,*****
0500000US48071,48071,"Chambers County, Texas",36116,*****
0500000US48073,48073,"Cherokee County, Texas",51000,*****
0500000US48085,48085,"Collin County, Texas",834110,*****
0500000US48089,48089,"Colorado County, Texas",20741,*****
0500000US48091,48091,"Comal County, Texas",114879,*****
0500000US48097,48097,"Cooke County, Texas",38519,*****
0500000US48099,48099,"Coryell County, Texas",76522,*****
0500000US48113,48113,"Dallas County, Texas",2447575,*****
0500000US48121,48121,"Denton County, Texas",707550,*****
0500000US48123,48123,"DeWitt County, Texas",20417,*****
0500000US48135,48135,"Ector County, Texas",144559,*****
0500000US48139,48139,"Ellis County, Texas",154083,*****
0500000US48141,48141,"El Paso County, Texas",824916,*****
0500000US48143,48143,"Erath County, Texas",39410,*****
0500000US48147,48147,"Fannin County, Texas",33776,*****
0500000US48149,48149,"Fayette County, Texas",24764,*****
0500000US48157,48157,"Fort Bend County, Texas",628443,*****
0500000US48167,48167,"Galveston County, Texas",301092,*****
0500000US48171,48171,"Gillespie County, Texas",25178,*****
0500000US48177,48177,"Gonzales County, Texas",20048,*****
0500000US48179,48179,"Gray County, Texas",22900,*****
0500000US48181,48181,"Grayson County, Texas",121768,*****
0500000US48183,48183,"Gregg County, Texas",122712,*****
0500000US48185,48185,"Grimes County, Texas",26767,*****
0500000US48187,48187,"Guadalupe County, Texas",139668,*****
0500000US48189,48189,"Hale County, Texas",36156,*****
0500000US48199,48199,"Hardin County, Texas",55223,*****
0500000US48201,48201,"Harris County, Texas",4255830,*****
0500000US48203,48203,"Harrison County, Texas",67137,*****
0500000US48209,48209,"Hays County, Texas",169603,*****
0500000US48213,48213,"Henderson County, Texas",78765,*****
0500000US48215,48215,"Hidalgo County, Texas",805497,*****
0500000US48217,48217,"Hill County, Texas",35040,*****
0500000US48219,48219,"Hockley County, Texas",23216,*****
0500000US48221,48221,"Hood County, Texas",52194,*****
0500000US48223,48223,"Hopkins County, Texas",35445,*****
0500000US48225,48225,"Houston County, Texas",23156,*****
0500000US48227,48227,"Howard County, Texas",35527,*****
0500000US48231,48231,"Hunt County, Texas",86906,*****
0500000US48233,48233,"Hutchinson County, Texas",21879,*****
0500000US48241,48241,"Jasper County, Texas",35943,*****
0500000US48245,48245,"Jefferson County, Texas",252321,*****
0500000US48249,48249,"Jim Wells County, Texas",41522,*****
0500000US48251,48251,"Johnson County, Texas",153346,*****
0500000US48253,48253,"Jones County, Texas",20011,*****
0500000US48257,48257,"Kaufman County, Texas",106842,*****
0500000US48259,48259,"Kendall County, Texas",36137,*****
0500000US48265,48265,"Kerr County, Texas",49803,*****
0500000US48273,48273,"Kleberg County, Texas",32096,*****
0500000US48277,48277,"Lamar County, Texas",49769,*****
0500000US48281,48281,"Lampasas County, Texas",20100,*****
0500000US48291,48291,"Liberty County, Texas",76398,*****
0500000US48293,48293,"Limestone County, Texas",23484,*****
0500000US48303,48303,"Lubbock County, Texas",286228,*****
0500000US48309,48309,"McLennan County, Texas",239642,*****
0500000US48321,48321,"Matagorda County, Texas",36630,*****
0500000US48323,48323,"Maverick County, Texas",55496,*****
0500000US48325,48325,"Medina County, Texas",46933,*****
0500000US48329,48329,"Midland County, Texas",146085,*****
0500000US48331,48331,"Milam County, Texas",24316,*****
0500000US48339,48339,"Montgomery County, Texas",485225,*****
0500000US48341,48341,"Moore County, Texas",22193,*****
0500000US48347,48347,"Nacogdoches County, Texas",65586,*****
0500000US48349,48349,"Navarro County, Texas",48024,*****
0500000US48355,48355,"Nueces County, Texas",347585,*****
0500000US48361,48361,"Orange County, Texas",82762,*****
0500000US48363,48363,"Palo Pinto County, Texas",27970,*****
0500000US48365,48365,"Panola County, Texas",23974,*****
0500000US48367,48367,"Parker County, Texas",119771,*****
0500000US48373,48373,"Polk County, Texas",45711,*****
0500000US48375,48375,"Potter County, Texas",122044,*****
0500000US48381,48381,"Randall County, Texas",125013,*****
0500000US48397,48397,"Rockwall County, Texas",83152,*****
0500000US48401,48401,"Rusk County, Texas",53780,*****
0500000US48407,48407,"San Jacinto County, Texas",26932,*****
0500000US48409,48409,"San Patricio County, Texas",65251,*****
0500000US48419,48419,"Shelby County, Texas",25813,*****
0500000US48423,48423,"Smith County, Texas",214529,*****
0500000US48427,48427,"Starr County, Texas",61737,*****
0500000US48439,48439,"Tarrant County, Texas",1880361,*****
0500000US48441,48441,"Taylor County, Texas",133616,*****
0500000US48449,48449,"Titus County, Texas",32548,*****
0500000US48451,48451,"Tom Green County, Texas",113427,*****
0500000US48453,48453,"Travis County, Texas",1093138,*****
0500000US48457,48457,"Tyler County, Texas",21532,*****
0500000US48459,48459,"Upshur County, Texas",39907,*****
0500000US48463,48463,"Uvalde County, Texas",26737,*****
0500000US48465,48465,"Val Verde County, Texas",48728,*****
0500000US48467,48467,"Van Zandt County, Texas",52518,*****
0500000US48469,48469,"Victoria County, Texas",88949,*****
0500000US48471,48471,"Walker County, Texas",68528,*****
0500000US48473,48473,"Waller County, Texas",44543,*****
0500000US48477,48477,"Washington County, Texas",34033,*****
0500000US48479,48479,"Webb County, Texas",258973,*****
0500000US48481,48481,"Wharton County, Texas",41202,*****
0500000US48485,48485,"Wichita County, Texas",131403,*****
0500000US48489,48489,"Willacy County, Texas",22043,*****
0500000US48491,48491,"Williamson County, Texas",456571,*****
0500000US48493,48493,"Wilson County, Texas",44501,*****
0500000US48497,48497,"Wise County, Texas",60412,*****
0500000US48499,48499,"Wood County, Texas",42183,*****
0500000US49003,49003,"Box Elder County, Utah",50425,*****
0500000US49005,49005,"Cache County, Utah",115779,*****
0500000US49007,49007,"Carbon County, Utah",21192,*****
0500000US49011,49011,"Davis County, Utah",316562,*****
0500000US49013,49013,"Duchesne County, Utah",19464,*****
0500000US49021,49021,"Iron County, Utah",46739,*****
0500000US49035,49035,"Salt Lake County, Utah",1063941,*****
0500000US49039,49039,"Sanpete County, Utah",28089,*****
0500000US49041,49041,"Sevier County, Utah",20830,*****
0500000US49043,49043,"Summit County, Utah",37946,*****
0500000US49045,49045,"Tooele County, Utah",59961,*****
0500000US49047,49047,"Uintah County, Utah",34417,*****
0500000US49049,49049,"Utah County, Utah",540635,*****
0500000US49051,49051,"Wasatch County, Utah",25375,*****
0500000US49053,49053,"Washington County, Utah",144664,*****
0500000US49057,49057,"Weber County, Utah",236368,*****
0500000US50001,50001,"Addison County, Vermont",36801,*****
0500000US50003,50003,"Bennington County, Vermont",36709,*****
0500000US50005,50005,"Caledonia County, Vermont",31128,*****
0500000US50007,50007,"Chittenden County, Vermont",158543,*****
0500000US50011,50011,"Franklin County, Vermont",48230,*****
0500000US50015,50015,"Lamoille County, Vermont",24879,*****
0500000US50017,50017,"Orange County, Vermont",28974,*****
0500000US50019,50019,"Orleans County, Vermont",27152,*****
0500000US50021,50021,"Rutland County, Vermont",60943,*****
0500000US50023,50023,"Washington County, Vermont",59408,*****
0500000US50025,50025,"Windham County, Vermont",44045,*****
0500000US50027,50027,"Windsor County, Vermont",56259,*****
0500000US51001,51001,"Accomack County, Virginia",33283,*****
0500000US51003,51003,"Albemarle County, Virginia",101974,*****
0500000US51009,51009,"Amherst County, Virginia",32239,*****
0500000US51013,51013,"Arlington County, Virginia",220785,*****
0500000US51015,51015,"Augusta County, Virginia",73768,*****
0500000US51019,51019,"Bedford County, Virginia",69584,*****
0500000US51023,51023,"Botetourt County, Virginia",33049,*****
0500000US51027,51027,"Buchanan County, Virginia",23779,*****
0500000US51031,51031,"Campbell County, Virginia",55161,*****
0500000US51033,51033,"Caroline County, Virginia",28974,*****
0500000US51035,51035,"Carroll County, Virginia",29950,*****
0500000US51041,51041,"Chesterfield County, Virginia",323984,*****
0500000US51047,51047,"Culpeper County, Virginia",47869,*****
0500000US51053,51053,"Dinwiddie County, Virginia",28001,*****
0500000US51059,51059,"Fairfax County, Virginia",1117918,*****
0500000US51061,51061,"Fauquier County, Virginia",66596,*****
0500000US51065,51065,"Fluvanna County, Virginia",25990,*****
0500000US51067,51067,"Franklin County, Virginia",56344,*****
0500000US51069,51069,"Frederick County, Virginia",80417,*****
0500000US51073,51073,"Gloucester County, Virginia",36877,*****
0500000US51075,51075,"Goochland County, Virginia",21485,*****
0500000US51083,51083,"Halifax County, Virginia",35747,*****
0500000US51085,51085,"Hanover County, Virginia",100693,*****
0500000US51087,51087,"Henrico County, Virginia",314780,*****
0500000US51089,51089,"Henry County, Virginia",52917,*****
0500000US51093,51093,"Isle of Wight County, Virginia",35436,*****
0500000US51095,51095,"James City County, Virginia",69149,*****
0500000US51099,51099,"King George County, Virginia",24582,*****
0500000US51105,51105,"Lee County, Virginia",25456,*****
0500000US51107,51107,"Loudoun County, Virginia",337766,*****
0500000US51109,51109,"Louisa County, Virginia",33601,*****
0500000US51117,51117,"Mecklenburg County, Virginia",31950,*****
0500000US51121,51121,"Montgomery County, Virginia",95409,*****
0500000US51137,51137,"Orange County, Virginia",34266,*****
0500000US51139,51139,"Page County, Virginia",23918,*****
0500000US51143,51143,"Pittsylvania County, Virginia",62791,*****
0500000US51145,51145,"Powhatan County, Virginia",28160,*****
0500000US51147,51147,"Prince Edward County, Virginia",23068,*****
0500000US51149,51149,"Prince George County, Virginia",36959,*****
0500000US51153,51153,"Prince William County, Virginia",429316,*****
0500000US51155,51155,"Pulaski County, Virginia",34672,*****
0500000US51161,51161,"Roanoke County, Virginia",93140,*****
0500000US51163,51163,"Rockbridge County, Virginia",22393,*****
0500000US51165,51165,"Rockingham County, Virginia",77407,*****
0500000US51167,51167,"Russell County, Virginia",28459,*****
0500000US51169,51169,"Scott County, Virginia",22784,*****
0500000US51171,51171,"Shenandoah County, Virginia",42520,*****
0500000US51173,51173,"Smyth County, Virginia",31805,*****
0500000US51177,51177,"Spotsylvania County, Virginia",125888,*****
0500000US51179,51179,"Stafford County, Virginia",134396,*****
0500000US51185,51185,"Tazewell County, Virginia",44366,*****
0500000US51187,51187,"Warren County, Virginia",38141,*****
0500000US51191,51191,"Washington County, Virginia",54811,*****
0500000US51195,51195,"Wise County, Virginia",40916,*****
0500000US51197,51197,"Wythe County, Virginia",29300,*****
0500000US51199,51199,"York County, Virginia",66142,*****
0500000US51510,51510,"Alexandria city, Virginia",146690,*****
0500000US51540,51540,"Charlottesville city, Virginia",43902,*****
0500000US51550,51550,"Chesapeake city, Virginia",228092,*****
0500000US51590,51590,"Danville city, Virginia",42867,*****
0500000US51600,51600,"Fairfax city, Virginia",23373,*****
0500000US51630,51630,"Fredericksburg city, Virginia",27142,*****
0500000US51650,51650,"Hampton city, Virginia",136507,*****
0500000US51660,51660,"Harrisonburg city, Virginia",50759,*****
0500000US51670,51670,"Hopewell city, Virginia",22346,*****
0500000US51680,51680,"Lynchburg city, Virginia",77157,*****
0500000US51683,51683,"Manassas city, Virginia",40552,*****
0500000US51700,51700,"Newport News city, Virginia",181043,*****
0500000US51710,51710,"Norfolk city, Virginia",245262,*****
0500000US51730,51730,"Petersburg city, Virginia",32294,*****
0500000US51740,51740,"Portsmouth city, Virginia",96209,*****
0500000US51760,51760,"Richmond city, Virginia",210453,*****
0500000US51770,51770,"Roanoke city, Virginia",97654,*****
0500000US51775,51775,"Salem city, Virginia",25058,*****
0500000US51790,51790,"Staunton city, Virginia",24120,*****
0500000US51800,51800,"Suffolk city, Virginia",85228,*****
0500000US51810,51810,"Virginia Beach city, Virginia",445561,*****
0500000US51820,51820,"Waynesboro city, Virginia",21145,*****
0500000US51840,51840,"Winchester city, Virginia",26887,*****
0500000US53003,53003,"Asotin County, Washington",21966,*****
0500000US53005,53005,"Benton County, Washington",182460,*****
0500000US53007,53007,"Chelan County, Washington",73609,*****
0500000US53009,53009,"Clallam County, Washington",72014,*****
0500000US53011,53011,"Clark County, Washington",438194,*****
0500000US53015,53015,"Cowlitz County, Washington",102009,*****
0500000US53017,53017,"Douglas County, Washington",39187,*****
0500000US53021,53021,"Franklin County, Washington",85186,*****
0500000US53025,53025,"Grant County, Washington",91363,*****
0500000US53027,53027,"Grays Harbor County, Washington",71720,*****
0500000US53029,53029,"Island County, Washington",79027,*****
0500000US53031,53031,"Jefferson County, Washington",29931,*****
0500000US53033,53033,"King County, Washington",2007779,*****
0500000US53035,53035,"Kitsap County, Washington",254326,*****
0500000US53037,53037,"Kittitas County, Washington",41661,*****
0500000US53039,53039,"Klickitat County, Washington",20721,*****
0500000US53041,53041,"Lewis County, Washington",75431,*****
0500000US53045,53045,"Mason County, Washington",60717,*****
0500000US53047,53047,"Okanogan County, Washington",41260,*****
0500000US53049,53049,"Pacific County, Washington",20659,*****
0500000US53053,53053,"Pierce County, Washington",811730,*****
0500000US53057,53057,"Skagit County, Washington",118225,*****
0500000US53061,53061,"Snohomish County, Washington",733797,*****
0500000US53063,53063,"Spokane County, Washington",476295,*****
0500000US53065,53065,"Stevens County, Washington",43508,*****
0500000US53067,53067,"Thurston County, Washington",259144,*****
0500000US53071,53071,"Walla Walla County, Washington",59481,*****
0500000US53073,53073,"Whatcom County, Washington",204880,*****
0500000US53075,53075,"Whitman County, Washington",46026,*****
0500000US53077,53077,"Yakima County, Washington",246498,*****
0500000US54003,54003,"Berkeley County, West Virginia",107192,*****
0500000US54005,54005,"Boone County, West Virginia",24401,*****
0500000US54009,54009,"Brooke County, West Virginia",23838,*****
0500000US54011,54011,"Cabell County, West Virginia",96878,*****
0500000US54019,54019,"Fayette County, West Virginia",45808,*****
0500000US54025,54025,"Greenbrier County, West Virginia",35689,*****
0500000US54027,54027,"Hampshire County, West Virginia",23653,*****
0500000US54029,54029,"Hancock County, West Virginia",30391,*****
0500000US54033,54033,"Harrison County, West Virginia",69151,*****
0500000US54035,54035,"Jackson County, West Virginia",29248,*****
0500000US54037,54037,"Jefferson County, West Virginia",54653,*****
0500000US54039,54039,"Kanawha County, West Virginia",191789,*****
0500000US54043,54043,"Lincoln County, West Virginia",21612,*****
0500000US54045,54045,"Logan County, West Virginia",36280,*****
0500000US54047,54047,"McDowell County, West Virginia",21305,*****
0500000US54049,54049,"Marion County, West Virginia",56793,*****
0500000US54051,54051,"Marshall County, West Virginia",32673,*****
0500000US54053,54053,"Mason County, West Virginia",27237,*****
0500000US54055,54055,"Mercer County, West Virginia",62271,*****
0500000US54057,54057,"Mineral County, West Virginia",27916,*****
0500000US54059,54059,"Mingo County, West Virginia",26196,*****
0500000US54061,54061,"Monongalia County, West Virginia",100491,*****
0500000US54067,54067,"Nicholas County, West Virginia",26120,*****
0500000US54069,54069,"Ohio County, West Virginia",43984,*****
0500000US54077,54077,"Preston County, West Virginia",33814,*****
0500000US54079,54079,"Putnam County, West Virginia",56441,*****
0500000US54081,54081,"Raleigh County, West Virginia",79090,*****
0500000US54083,54083,"Randolph County, West Virginia",29412,*****
0500000US54097,54097,"Upshur County, West Virginia",24490,*****
0500000US54099,54099,"Wayne County, West Virginia",41659,*****
0500000US54107,54107,"Wood County, West Virginia",86690,*****
0500000US54109,54109,"Wyoming County, West Virginia",23255,*****
0500000US55001,55001,"Adams County, Wisconsin",20637,*****
0500000US55005,55005,"Barron County, Wisconsin",45803,*****
0500000US55009,55009,"Brown County, Wisconsin",252672,*****
0500000US55015,55015,"Calumet County, Wisconsin",49653,*****
0500000US55017,55017,"Chippewa County, Wisconsin",62953,*****
0500000US55019,55019,"Clark County, Wisconsin",34626,*****
0500000US55021,55021,"Columbia County, Wisconsin",56626,*****
0500000US55025,55025,"Dane County, Wisconsin",503273,*****
0500000US55027,55027,"Dodge County, Wisconsin",88552,*****
0500000US55029,55029,"Door County, Wisconsin",27833,*****
0500000US55031,55031,"Douglas County, Wisconsin",43930,*****
0500000US55033,55033,"Dunn County, Wisconsin",43966,*****
0500000US55035,55035,"Eau Claire County, Wisconsin",100600,*****
0500000US55039,55039,"Fond du Lac County, Wisconsin",101771,*****
0500000US55043,55043,"Grant County, Wisconsin",51101,*****
0500000US55045,55045,"Green County, Wisconsin",36992,*****
0500000US55049,55049,"Iowa County, Wisconsin",23764,*****
0500000US55053,55053,"Jackson County, Wisconsin",20562,*****
0500000US55055,55055,"Jefferson County, Wisconsin",84255,*****
0500000US55057,55057,"Juneau County, Wisconsin",26656,*****
0500000US55059,55059,"Kenosha County, Wisconsin",167416,*****
0500000US55061,55061,"Kewaunee County, Wisconsin",20586,*****
0500000US55063,55063,"La Crosse County, Wisconsin",116074,*****
0500000US55067,55067,"Langlade County, Wisconsin",19723,*****
0500000US55069,55069,"Lincoln County, Wisconsin",28556,*****
0500000US55071,55071,"Manitowoc County, Wisconsin",80867,*****
0500000US55073,55073,"Marathon County, Wisconsin",134875,*****
0500000US55075,55075,"Marinette County, Wisconsin",41555,*****
0500000US55079,55079,"Milwaukee County, Wisconsin",953901,*****
0500000US55081,55081,"Monroe County, Wisconsin",45192,*****
0500000US55083,55083,"Oconto County, Wisconsin",37449,*****
0500000US55085,55085,"Oneida County, Wisconsin",35742,*****
0500000US55087,55087,"Outagamie County, Wisconsin",179023,*****
0500000US55089,55089,"Ozaukee County, Wisconsin",86928,*****
0500000US55093,55093,"Pierce County, Wisconsin",40874,*****
0500000US55095,55095,"Polk County, Wisconsin",43665,*****
0500000US55097,55097,"Portage County, Wisconsin",70277,*****
0500000US55101,55101,"Racine County, Wisconsin",194897,*****
0500000US55105,55105,"Rock County, Wisconsin",160359,*****
0500000US55109,55109,"St. Croix County, Wisconsin",85371,*****
0500000US55111,55111,"Sauk County, Wisconsin",62727,*****
0500000US55115,55115,"Shawano County, Wisconsin",41687,*****
0500000US55117,55117,"Sheboygan County, Wisconsin",115067,*****
0500000US55119,55119,"Taylor County, Wisconsin",20613,*****
0500000US55121,55121,"Trempealeau County, Wisconsin",29339,*****
0500000US55123,55123,"Vernon County, Wisconsin",30206,*****
0500000US55125,55125,"Vilas County, Wisconsin",21347,*****
0500000US55127,55127,"Walworth County, Wisconsin",102952,*****
0500000US55131,55131,"Washington County, Wisconsin",132482,*****
0500000US55133,55133,"Waukesha County, Wisconsin",392338,*****
0500000US55135,55135,"Waupaca County, Wisconsin",52233,*****
0500000US55137,55137,"Waushara County, Wisconsin",24455,*****
0500000US55139,55139,"Winnebago County, Wisconsin",168618,*****
0500000US55141,55141,"Wood County, Wisconsin",74313,*****
0500000US56001,56001,"Albany County, Wyoming",37179,*****
0500000US56005,56005,"Campbell County, Wyoming",47544,*****
0500000US56013,56013,"Fremont County, Wyoming",40891,*****
0500000US56021,56021,"Laramie County, Wyoming",94294,*****
0500000US56025,56025,"Natrona County, Wyoming",78671,*****
0500000US56029,56029,"Park County, Wyoming",28838,*****
0500000US56033,56033,"Sheridan County, Wyoming",29573,*****
0500000US56037,56037,"Sweetwater County, Wyoming",44816,*****
0500000US56039,56039,"Teton County, Wyoming",21786,*****
0500000US56041,56041,"Uinta County, Wyoming",21015,*****
